OrderID,Postal Code,Product Name,SalePrice
CA-2017-118255,55122,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.00$
CA-2015-146703,48185,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",212.00$
CA-2017-169194,19901,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.00$
CA-2017-169194,19901,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",22.00$
CA-2016-115742,47150,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.00$
CA-2016-115742,47150,Avery 485,75.00$
CA-2016-115742,47150,Longer-Life Soft White Bulbs,6.00$
CA-2016-115742,47150,"Global Leather Task Chair, Black",90.00$
CA-2017-105816,10024,Advantus Push Pins,15.00$
CA-2017-105816,10024,AT&T CL83451 4-Handset Telephone,1030.00$
CA-2017-111682,12180,Home/Office Personal File Carts,209.00$
CA-2017-111682,12180,Xerox 232,32.00$
CA-2017-111682,12180,Novimex Turbo Task Chair,319.00$
CA-2017-111682,12180,"Array Parchment Paper, Assorted Colors",15.00$
CA-2017-111682,12180,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.00$
CA-2017-111682,12180,Plastic Binding Combs,48.00$
CA-2017-111682,12180,Prang Dustless Chalk Sticks,2.00$
CA-2016-135545,90004,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",14.00$
CA-2016-135545,90004,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",26.00$
CA-2016-135545,90004,Xerox 1943,147.00$
CA-2016-135545,90004,Luxo Economy Swing Arm Lamp,80.00$
US-2016-164175,60610,"Global Value Mid-Back Manager's Chair, Gray",213.00$
CA-2015-106376,85234,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.00$
CA-2015-106376,85234,netTALK DUO VoIP Telephone Service,168.00$
CA-2017-119823,22153,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",76.00$
CA-2017-106075,10009,Avery Binding System Hidden Tab Executive Style Index Sets,5.00$
CA-2018-114440,49201,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.00$
US-2016-134026,38109,High-Back Leather Manager's Chair,832.00$
US-2016-134026,38109,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.00$
US-2016-134026,38109,Safco Industrial Wire Shelving System,73.00$
US-2018-118038,77041,Economy Binders,1.00$
US-2018-118038,77041,"6"" Cubicle Wall Clock, Black",10.00$
US-2018-118038,77041,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.00$
US-2015-147606,77070,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.00$
CA-2017-127208,35601,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.00$
CA-2017-127208,35601,Avery Heavy-Duty EZD  Binder With Locking Rings,17.00$
CA-2015-139451,94122,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",15.00$
CA-2015-139451,94122,"Sortfiler Multipurpose Personal File Organizer, Black",21.00$
CA-2016-149734,27707,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,201.00$
US-2018-119662,60623,Safco Industrial Wire Shelving,230.00$
CA-2018-140088,29203,Novimex Swivel Fabric Task Chair,302.00$
CA-2018-155558,55901,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,20.00$
CA-2018-155558,55901,Avery 511,6.00$
CA-2017-159695,77095,Eldon Portable Mobile Manager,158.00$
CA-2017-109806,90036,Turquoise Lead Holder with Pocket Clip,20.00$
CA-2017-109806,90036,Panasonic Kx-TS550,74.00$
CA-2017-109806,90036,Xerox 1995,6.00$
CA-2016-149587,55407,Xerox 1999,13.00$
CA-2016-149587,55407,"Seth Thomas 13 1/2"" Wall Clock",53.00$
CA-2016-149587,55407,Ibico Standard Transparent Covers,33.00$
US-2018-109484,97206,Flexible Leather- Look Classic Collection Ring Binder,6.00$
CA-2018-161018,10009,9-3/4 Diameter Round Wall Clock,97.00$
CA-2018-157833,94122,Trimflex Flexible Post Binders,51.00$
CA-2017-149223,55106,Fellowes Basic Home/Office Series Surge Protectors,78.00$
CA-2017-158568,60610,Avery Personal Creations Heavyweight Cards,65.00$
CA-2017-158568,60610,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,96.00$
CA-2017-158568,60610,Avery Hidden Tab Dividers for Binding Systems,2.00$
CA-2017-129903,55901,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),24.00$
US-2016-156867,80013,Logitech K350 2.4Ghz Wireless Keyboard,239.00$
US-2016-156867,80013,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.00$
US-2016-156867,80013,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",37.00$
CA-2018-119004,28205,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.00$
CA-2018-119004,28205,Speck Products Candyshell Flip Case,28.00$
CA-2018-119004,28205,Newell Chalk Holder,3.00$
CA-2016-129476,60462,Logitech Gaming G510s - Keyboard,340.00$
CA-2018-146780,10035,Magnifier Swing Arm Lamp,42.00$
CA-2017-128867,50322,"Hunt PowerHouse Electric Pencil Sharpener, Blue",76.00$
CA-2017-128867,50322,"Avery Durable Plastic 1"" Binders",27.00$
CA-2015-115259,43229,"OIC Colored Binder Clips, Assorted Sizes",40.00$
CA-2015-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",5.00$
CA-2015-115259,43229,Xerox 1921,24.00$
CA-2015-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.00$
CA-2016-110457,98103,Hon Racetrack Conference Tables,788.00$
US-2016-136476,37620,GBC DocuBind 300 Electric Binding Machine,158.00$
CA-2017-103730,19805,Artistic Insta-Plaque,47.00$
CA-2017-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,31.00$
CA-2017-103730,19805,"Companion Letter/Legal File, Black",227.00$
CA-2017-103730,19805,Globe Weis Peel & Seel First Class Envelopes,115.00$
CA-2017-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.00$
US-2015-152030,77041,Global Deluxe High-Back Manager's Chair,601.00$
US-2015-134614,61701,Bevis 44 x 96 Conference Tables,618.00$
US-2018-107272,85023,"Avery Durable Slant Ring Binders, No Labels",2.00$
US-2018-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",244.00$
US-2017-125969,90004,"Global Task Chair, Black",81.00$
US-2017-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,239.00$
US-2018-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,60.00$
US-2018-164147,43229,Xerox 1916,78.00$
US-2018-164147,43229,Staples,21.00$
CA-2017-145583,95661,Xerox 195,20.00$
CA-2017-145583,95661,Xerox 1880,35.00$
CA-2017-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",12.00$
CA-2017-145583,95661,Ideal Clamps,4.00$
CA-2017-145583,95661,GBC Wire Binding Strips,76.00$
CA-2017-145583,95661,Fiskars Softgrip Scissors,66.00$
CA-2017-145583,95661,Longer-Life Soft White Bulbs,43.00$
CA-2017-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",83.00$
CA-2018-106180,94122,Newell 343,9.00$
CA-2018-106180,94122,Convenience Packs of Business Envelopes,11.00$
CA-2018-106180,94122,Xerox 1911,144.00$
CA-2018-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.00$
CA-2016-110744,91104,Safco Industrial Wire Shelving,672.00$
CA-2015-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",94.00$
CA-2017-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.00$
CA-2017-114489,53132,Anker Astro 15000mAh USB Portable Charger,150.00$
CA-2017-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1952.00$
CA-2017-114489,53132,GBC Prestige Therm-A-Bind Covers,172.00$
CA-2017-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,158.00$
CA-2017-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.00$
CA-2016-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.00$
CA-2016-124919,95123,Xerox 1883,106.00$
CA-2016-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",81.00$
CA-2016-118948,98105,Newell 311,7.00$
CA-2015-104269,98115,Global Deluxe High-Back Manager's Chair,458.00$
CA-2017-114104,73034,Avery 519,15.00$
CA-2017-114104,73034,Avaya 5420 Digital phone,945.00$
CA-2017-162733,90045,Xerox 1920,6.00$
CA-2016-119697,19134,Lenovo 17-Key USB Numeric Keypad,54.00$
CA-2017-154508,88220,Staple envelope,28.00$
CA-2017-113817,98115,Wilson Jones International Size A4 Ring Binders,28.00$
CA-2015-139892,78207,BIC Brite Liner Highlighters,10.00$
CA-2015-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,8160.00$
CA-2015-139892,78207,Space Solutions HD Industrial Steel Shelving.,276.00$
CA-2015-139892,78207,SAFCO Arco Folding Chair,1740.00$
CA-2015-139892,78207,Sanford Liquid Accent Highlighters,32.00$
CA-2015-139892,78207,Kensington 7 Outlet MasterPiece Power Center,178.00$
CA-2015-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,144.00$
CA-2015-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",21.00$
CA-2015-118962,90004,Xerox 1913,111.00$
CA-2015-118962,90004,"Global Value Steno Chair, Gray",340.00$
US-2015-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.00$
US-2015-100853,60623,Avery 51,20.00$
US-2018-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.00$
US-2016-101511,43055,"Padded Folding Chairs, Black, 4/Carton",397.00$
US-2016-101511,43055,Acme Rosewood Handle Letter Opener,16.00$
CA-2016-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.00$
CA-2015-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",25.00$
CA-2015-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,409.00$
CA-2015-158274,71203,AT&T TR1909W,504.00$
CA-2015-158274,71203,Nokia Lumia 521 (T-Mobile),150.00$
CA-2015-158274,71203,HP Standard 104 key PS/2 Keyboard,29.00$
CA-2017-105018,6824,Avery Poly Binder Pockets,7.00$
CA-2015-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,177.00$
CA-2017-157000,75051,"Personal Filing Tote with Lid, Black/Gray",37.00$
CA-2017-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.00$
CA-2016-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.00$
CA-2016-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,72.00$
CA-2016-102281,10035,Xerox 205,52.00$
CA-2016-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.00$
CA-2016-102281,10035,4009 Highlighters by Sanford,20.00$
CA-2016-131457,92374,Poly String Tie Envelopes,14.00$
CA-2015-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.00$
CA-2015-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.00$
CA-2018-107720,7090,Decoflex Hanging Personal Folder File,46.00$
US-2018-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.00$
US-2018-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.00$
CA-2018-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,22.00$
CA-2015-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,219.00$
CA-2015-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3.00$
US-2018-116701,75220,Eureka Sanitaire  Commercial Upright,66.00$
CA-2018-126382,37064,"Eldon 200 Class Desk Accessories, Burgundy",35.00$
CA-2018-108329,90604,Nortel Business Series Terminal T7208 Digital phone,445.00$
CA-2018-135860,48601,"Tennsco Lockers, Gray",84.00$
CA-2018-135860,48601,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,132.00$
CA-2018-135860,48601,"Avery Durable Slant Ring Binders, No Labels",16.00$
CA-2018-135860,48601,"Advantus Push Pins, Aluminum Head",52.00$
CA-2018-135860,48601,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",92.00$
CA-2016-101007,75220,Memorex Micro Travel Drive 8 GB,21.00$
CA-2016-146262,44256,Avery 505,24.00$
CA-2016-146262,44256,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.00$
CA-2016-146262,44256,Speck Products Candyshell Flip Case,63.00$
CA-2016-146262,44256,Cisco 9971 IP Video Phone Charcoal,1188.00$
CA-2016-146262,44256,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,90.00$
CA-2017-130162,90032,"Personal Filing Tote with Lid, Black/Gray",93.00$
CA-2017-130162,90032,Adtran 1202752G1,302.00$
CA-2016-169397,43017,OIC Bulk Pack Metal Binder Clips,6.00$
CA-2016-169397,43017,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",23.00$
CA-2016-169397,43017,Ibico Standard Transparent Covers,20.00$
CA-2016-169397,43017,"Executive Impressions 14"" Two-Color Numerals Wall Clock",73.00$
CA-2016-169397,43017,Swingline SM12-08 MicroCut Jam Free Shredder,480.00$
CA-2016-169397,43017,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.00$
CA-2016-163055,48227,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.00$
CA-2016-163055,48227,Bevis 36 x 72 Conference Tables,622.00$
CA-2016-163055,48227,Rogers Deluxe File Chest,22.00$
US-2016-145436,38401,Global Low Back Tilter Chair,162.00$
US-2016-145436,38401,"Global Push Button Manager's Chair, Indigo",390.00$
US-2015-156216,28205,GBC Instant Index System for Binding Systems,19.00$
US-2018-100930,33614,Bush Advantage Collection Round Conference Table,234.00$
US-2018-100930,33614,Bretford Rectangular Conference Table Tops,621.00$
US-2018-100930,33614,GBC Instant Index System for Binding Systems,5.00$
US-2018-100930,33614,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.00$
US-2018-100930,33614,Logitech P710e Mobile Speakerphone,618.00$
CA-2018-160514,95051,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),11.00$
CA-2017-157749,60610,Xerox 1957,26.00$
CA-2017-157749,60610,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,420.00$
CA-2017-157749,60610,Staple-based wall hangings,12.00$
CA-2017-157749,60610,PureGear Roll-On Screen Protector,32.00$
CA-2017-157749,60610,KI Conference Tables,177.00$
CA-2017-157749,60610,Eldon 100 Class Desk Accessories,4.00$
CA-2017-157749,60610,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.00$
CA-2015-131926,55044,Global Deluxe High-Back Manager's Chair,2002.00$
CA-2015-131926,55044,Safco Steel Mobile File Cart,167.00$
CA-2015-131926,55044,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",48.00$
CA-2015-131926,55044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.00$
CA-2015-131926,55044,Xerox 205,26.00$
CA-2017-154739,94109,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",322.00$
CA-2017-145625,92037,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",8.00$
CA-2017-145625,92037,Logitech P710e Mobile Speakerphone,3347.00$
CA-2017-146941,10024,"Fellowes Personal Hanging Folder Files, Navy",81.00$
CA-2017-146941,10024,Tyvek Side-Opening Peel & Seel Expanding Envelopes,362.00$
US-2016-159982,60623,Eldon 100 Class Desk Accessories,12.00$
US-2016-159982,60623,"Belkin 19"" Vented Equipment Shelf, Black",82.00$
US-2016-159982,60623,"Tenex Personal Project File with Scoop Front Design, Black",54.00$
US-2016-159982,60623,Logitech Mobile Speakerphone P710e - speaker phone,648.00$
CA-2018-163139,10009,Sabrent 4-Port USB 2.0 Hub,20.00$
CA-2018-163139,10009,Safco Industrial Shelving,222.00$
CA-2018-163139,10009,Acco 3-Hole Punch,18.00$
US-2018-155299,77506,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,2.00$
US-2015-106992,77036,Lexmark MX611dhe Monochrome Laser Printer,3060.00$
US-2015-106992,77036,Xerox WorkCentre 6505DN Laser Multifunction Printer,2520.00$
CA-2017-125318,60610,Cisco Small Business SPA 502G VoIP phone,328.00$
CA-2016-155040,94513,Microsoft Sculpt Comfort Mouse,80.00$
CA-2018-136826,27514,"Quartet Omega Colored Chalk, 12/Pack",14.00$
CA-2017-111010,7960,Bagged Rubber Bands,8.00$
US-2018-145366,45231,Safco Commercial Shelving,37.00$
US-2018-145366,45231,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",58.00$
CA-2018-163979,94110,Adjustable Depth Letter/Legal Cart,726.00$
CA-2016-155334,94109,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,210.00$
CA-2016-155334,94109,Regeneration Desk Collection,5.00$
CA-2016-155334,94109,Presstex Flexible Ring Binders,11.00$
CA-2018-118136,90301,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",9.00$
CA-2018-118136,90301,Newell 330,6.00$
CA-2018-132976,19140,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",12.00$
CA-2018-132976,19140,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.00$
CA-2018-132976,19140,Eldon Simplefile Box Office,60.00$
CA-2018-132976,19140,Avery 489,25.00$
US-2016-161991,77070,Round Ring Binders,2.00$
US-2016-161991,77070,Bose SoundLink Bluetooth Speaker,1114.00$
CA-2016-130890,90004,"Bevis Round Bullnose 29"" High Table Top",1039.00$
CA-2016-130883,97206,Easy-staple paper,142.00$
CA-2016-130883,97206,Microsoft Arc Touch Mouse,240.00$
CA-2016-130883,97206,Xerox 216,31.00$
CA-2017-112697,33319,GBC VeloBinder Electric Binding Machine,254.00$
CA-2017-112697,33319,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",195.00$
CA-2017-112697,33319,Premier Automatic Letter Opener,961.00$
CA-2017-110772,43229,Advantus SlideClip Paper Clips,19.00$
CA-2017-110772,43229,Avery 512,18.00$
CA-2017-110772,43229,Logitech Wireless Gaming Headset G930,256.00$
CA-2017-110772,43229,"Bush Westfield Collection Bookcases, Medium Cherry Finish",87.00$
CA-2015-111451,80906,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.00$
CA-2015-111451,80906,Global Deluxe Office Fabric Chairs,230.00$
CA-2015-111451,80906,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.00$
CA-2015-111451,80906,Ibico Laser Imprintable Binding System Covers,79.00$
CA-2015-111451,80906,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",28.00$
CA-2017-142545,7109,Xerox 223,32.00$
