,date,symbol,close,volume
60,2010-01-05,FCX,83.959999,17313000.0
61,2010-01-05,FITB,10.39,12700700.0
62,2010-01-05,FOXA,13.97,22195900.0
63,2010-01-05,FTR,7.91,3272900.0
64,2010-01-05,GE,15.53,64550600.0
65,2010-01-05,GILD,43.259998,20788200.0
66,2010-01-05,GLW,19.629999,18060900.0
67,2010-01-05,HAL,31.65,18989700.0
68,2010-01-05,HBAN,3.76,21226600.0
69,2010-01-05,HPQ,52.669998,28830500.0
70,2010-01-05,INTC,20.870001,52357700.0
71,2010-01-05,JPM,43.68,41208300.0
72,2010-01-05,KEY,6.17,16660800.0
73,2010-01-05,KO,56.349998,23172400.0
74,2010-01-05,MRK,37.16,14744800.0
75,2010-01-05,MRO,32.140079,9483300.0
76,2010-01-05,MSFT,30.959999,49749600.0
77,2010-01-05,MU,11.17,60659000.0
78,2010-01-05,NFLX,51.510001,23753100.0
79,2010-01-05,NVDA,18.76,18216200.0
80,2010-01-05,ORCL,24.82,28669900.0
81,2010-01-05,PFE,18.66,43372800.0
82,2010-01-05,QCOM,48.07,24241000.0
83,2010-01-05,RF,5.6,23691300.0
84,2010-01-05,SBUX,23.59,30058800.0
85,2010-01-05,T,28.440001,35234500.0
86,2010-01-05,V,87.129997,25833600.0
87,2010-01-05,VZ,33.339868,23722900.0
88,2010-01-05,WFC,28.07,55416000.0
89,2010-01-05,XOM,69.41999799999999,30174700.0
90,2010-01-05,XRX,8.64,8579300.0
91,2010-01-05,YHOO,17.23,11718100.0
92,2010-01-06,AAPL,210.969995,138040000.0
93,2010-01-06,ABT,54.319953000000005,11401400.0
94,2010-01-06,AIG,29.139999,7163500.0
95,2010-01-06,AMAT,14.16,13704800.0
96,2010-01-06,ARNC,16.970013,20784700.0
97,2010-01-06,BAC,16.389999,205257900.0
98,2010-01-06,BSX,9.16,12923000.0
99,2010-01-06,C,3.64,67433800.0
100,2010-01-06,CHK,28.650002,16054900.0
101,2010-01-06,CMCSA,16.620001000000002,13870700.0
102,2010-01-06,CSCO,24.42,35715700.0
103,2010-01-06,DAL,12.11,14980700.0
104,2010-01-06,EBAY,23.5,26368600.0
105,2010-01-06,F,11.37,200070600.0
106,2010-01-06,FCX,87.309998,30691200.0
107,2010-01-06,FITB,10.45,13140600.0
108,2010-01-06,FOXA,14.2,30598800.0
109,2010-01-06,FTR,7.8,4075600.0
110,2010-01-06,GE,15.45,55464900.0
111,2010-01-06,GILD,44.759998,32750400.0
112,2010-01-06,GLW,19.379999,13448300.0
113,2010-01-06,HAL,32.400002,15720800.0
114,2010-01-06,HBAN,3.86,18761000.0
115,2010-01-06,HPQ,52.179999,25866000.0
116,2010-01-06,INTC,20.799999,40037400.0
117,2010-01-06,JPM,43.919998,27729000.0
118,2010-01-06,KEY,6.13,11785800.0
119,2010-01-06,KO,56.330002,19264600.0
120,2010-01-06,MRK,37.66,15239900.0
121,2010-01-06,MRO,32.850072,15233800.0
122,2010-01-06,MSFT,30.77,58182400.0
123,2010-01-06,MU,11.22,32060400.0
124,2010-01-06,NFLX,53.319999,23290400.0
125,2010-01-06,NVDA,18.879999,16229200.0
126,2010-01-06,ORCL,24.459999,24560700.0
127,2010-01-06,PFE,18.6,41405100.0
128,2010-01-06,QCOM,47.599998,22743800.0
129,2010-01-06,RF,5.67,22415300.0
130,2010-01-06,SBUX,23.42,14209600.0
131,2010-01-06,T,27.610001,37894600.0
132,2010-01-06,V,85.959999,16254000.0
133,2010-01-06,VZ,31.919873,37506400.0
134,2010-01-06,WFC,28.110001,33237000.0
135,2010-01-06,XOM,70.019997,35044700.0
136,2010-01-06,XRX,8.56,6941700.0
137,2010-01-06,YHOO,17.17,16422000.0
138,2010-01-07,AAPL,210.58,119282800.0
139,2010-01-07,ABT,54.769952,12857200.0
140,2010-01-07,AIG,28.58,9235500.0
141,2010-01-07,AMAT,14.01,21543200.0
142,2010-01-07,ARNC,16.610014000000003,17182500.0
143,2010-01-07,BAC,16.93,320868400.0
144,2010-01-07,BSX,9.09,15365800.0
145,2010-01-07,C,3.65,67245100.0
146,2010-01-07,CHK,28.720002,13906600.0
147,2010-01-07,CMCSA,16.969998999999998,15107400.0
148,2010-01-07,CSCO,24.530001,31531200.0
149,2010-01-07,DAL,12.69,19814500.0
150,2010-01-07,EBAY,23.229998,25220000.0
151,2010-01-07,F,11.66,130201700.0
152,2010-01-07,FCX,85.639999,19499200.0
153,2010-01-07,FITB,11.08,34759200.0
154,2010-01-07,FOXA,13.999998,42402400.0
155,2010-01-07,FTR,7.76,4383900.0
156,2010-01-07,GE,16.25,185472300.0
157,2010-01-07,GILD,44.869999,20892600.0
158,2010-01-07,GLW,19.57,9861300.0
159,2010-01-07,HAL,32.48,8993100.0
160,2010-01-07,HBAN,4.29,66130600.0
161,2010-01-07,HPQ,52.199999,22507300.0
162,2010-01-07,INTC,20.6,54041500.0
163,2010-01-07,JPM,44.790001,44864700.0
164,2010-01-07,KEY,6.39,25554700.0
165,2010-01-07,KO,56.189999,13234600.0
166,2010-01-07,MRK,37.720001,11916600.0
167,2010-01-07,MRO,32.650089,7803000.0
168,2010-01-07,MSFT,30.450001,50559700.0
169,2010-01-07,MU,10.84,46461800.0
170,2010-01-07,NFLX,52.400001,9955400.0
171,2010-01-07,NVDA,18.51,13694800.0
172,2010-01-07,ORCL,24.379999,30469700.0
173,2010-01-07,PFE,18.530001,39428000.0
174,2010-01-07,QCOM,48.98,25266300.0
175,2010-01-07,RF,6.17,41430700.0
176,2010-01-07,SBUX,23.360001,10256000.0
177,2010-01-07,T,27.299999,33600300.0
178,2010-01-07,V,86.760002,27841200.0
179,2010-01-07,VZ,31.729875,25508200.0
180,2010-01-07,WFC,29.129999,61649000.0
181,2010-01-07,XOM,69.800003,27192100.0
182,2010-01-07,XRX,8.6,11880200.0
183,2010-01-07,YHOO,16.700001,31816300.0
184,2010-01-08,AAPL,211.980005,111902700.0
185,2010-01-08,ABT,55.049952000000005,12148600.0
186,2010-01-08,AIG,29.34,12702600.0
187,2010-01-08,AMAT,14.55,41212100.0
188,2010-01-08,ARNC,17.020014,14783300.0
189,2010-01-08,BAC,16.780001000000002,220104700.0
190,2010-01-08,BSX,9.0,18894400.0
191,2010-01-08,C,3.59,62409700.0
192,2010-01-08,CHK,28.910002,11656300.0
193,2010-01-08,CMCSA,16.92,12727000.0
194,2010-01-08,CSCO,24.66,39115900.0
195,2010-01-08,DAL,12.47,24589200.0
196,2010-01-08,EBAY,23.509999,30484000.0
197,2010-01-08,F,11.69,130463000.0
198,2010-01-08,FCX,88.099998,21313200.0
199,2010-01-08,FITB,11.09,19963300.0
200,2010-01-08,FOXA,14.120002,22252000.0
201,2010-01-08,FTR,7.68,3564600.0
202,2010-01-08,GE,16.6,115112600.0
203,2010-01-08,GILD,44.540001,17618400.0
204,2010-01-08,GLW,19.889999,11434300.0
205,2010-01-08,HAL,34.119999,23014600.0
206,2010-01-08,HBAN,4.22,29869600.0
207,2010-01-08,HPQ,52.589997,22548200.0
208,2010-01-08,INTC,20.83,48234700.0
209,2010-01-08,JPM,44.68,33110100.0
210,2010-01-08,KEY,6.5,16513200.0
211,2010-01-08,KO,55.150002,28712400.0
212,2010-01-08,MRK,37.700001,10767100.0
213,2010-01-08,MRO,32.70008,7585200.0
214,2010-01-08,MSFT,30.66,51197400.0
215,2010-01-08,MU,11.1,32433400.0
216,2010-01-08,NFLX,53.300002,8180900.0
217,2010-01-08,NVDA,18.549999,11954200.0
218,2010-01-08,ORCL,24.68,23542400.0
219,2010-01-08,PFE,18.68,30407700.0
220,2010-01-08,QCOM,49.470001,25938200.0
221,2010-01-08,RF,6.18,25980300.0
222,2010-01-08,SBUX,23.280001,10274800.0
223,2010-01-08,T,27.1,27633400.0
224,2010-01-08,V,87.0,11907200.0
225,2010-01-08,VZ,31.749874,20658300.0
226,2010-01-08,WFC,28.860001,35508700.0
227,2010-01-08,XOM,69.519997,24891800.0
228,2010-01-08,XRX,8.57,6482500.0
229,2010-01-08,YHOO,16.700001,15470000.0
230,2010-01-11,AAPL,210.110003,115557400.0
231,2010-01-11,ABT,55.329952,10947200.0
232,2010-01-11,AIG,29.629999,10730700.0
233,2010-01-11,AMAT,14.87,33667800.0
234,2010-01-11,ARNC,17.450013000000002,33991100.0
235,2010-01-11,BAC,16.93,168991600.0
236,2010-01-11,BSX,9.07,8951500.0
237,2010-01-11,C,3.63,47557600.0
238,2010-01-11,CHK,28.000001,15041300.0
239,2010-01-11,CMCSA,16.809998999999998,19054600.0
240,2010-01-11,CSCO,24.59,35852900.0
241,2010-01-11,DAL,12.79,16220400.0
242,2010-01-11,EBAY,23.45,18331000.0
243,2010-01-11,F,12.11,170626200.0
244,2010-01-11,FCX,88.089996,30931200.0
245,2010-01-11,FITB,11.2,15251700.0
246,2010-01-11,FOXA,14.079997,11930700.0
247,2010-01-11,FTR,7.66,2558500.0
248,2010-01-11,GE,16.76,76675400.0
249,2010-01-11,GILD,44.889999,17399000.0
250,2010-01-11,GLW,20.49,25617100.0
251,2010-01-11,HAL,33.779999,15943400.0
252,2010-01-11,HBAN,4.33,28307500.0
253,2010-01-11,HPQ,52.429999,22335700.0
254,2010-01-11,INTC,20.950001,51086400.0
255,2010-01-11,JPM,44.529999,31878700.0
256,2010-01-11,KEY,6.53,14836600.0
257,2010-01-11,KO,56.27,28642400.0
258,2010-01-11,MRK,37.849998,9581800.0
259,2010-01-11,MRO,32.70008,10013000.0
260,2010-01-11,MSFT,30.27,68754700.0
261,2010-01-11,MU,10.9,29135200.0
262,2010-01-11,NFLX,53.23,6783700.0
263,2010-01-11,NVDA,18.290001,13915300.0
264,2010-01-11,ORCL,24.690001,19002400.0
265,2010-01-11,PFE,18.83,32447500.0
266,2010-01-11,QCOM,49.290001,14672400.0
267,2010-01-11,RF,6.32,27433000.0
268,2010-01-11,SBUX,23.209999,11387000.0
269,2010-01-11,T,26.969999,25791200.0
270,2010-01-11,V,86.75,12912000.0
271,2010-01-11,VZ,31.879873,21974900.0
272,2010-01-11,WFC,28.799999,24387800.0
273,2010-01-11,XOM,70.300003,30685000.0
274,2010-01-11,XRX,8.78,13900400.0
275,2010-01-11,YHOO,16.74,16181900.0
276,2010-01-12,AAPL,207.720001,148614900.0
277,2010-01-12,ABT,55.169951,10939300.0
278,2010-01-12,AIG,28.459999,9036300.0
279,2010-01-12,AMAT,14.2,40350900.0
280,2010-01-12,ARNC,15.520012,69322900.0
281,2010-01-12,BAC,16.360001,223486800.0
282,2010-01-12,BSX,9.14,14009600.0
283,2010-01-12,C,3.52,47011800.0
284,2010-01-12,CHK,27.58,13724400.0
285,2010-01-12,CMCSA,16.51,18141000.0
286,2010-01-12,CSCO,24.200001,35780400.0
287,2010-01-12,DAL,12.54,12905500.0
288,2010-01-12,EBAY,23.19,25572100.0
289,2010-01-12,F,11.87,162995900.0
290,2010-01-12,FCX,84.769997,34166200.0
291,2010-01-12,FITB,10.99,11348400.0
292,2010-01-12,FOXA,13.450005,20856100.0
293,2010-01-12,FTR,7.57,2532300.0
294,2010-01-12,GE,16.77,64622800.0
295,2010-01-12,GILD,44.950001,13968600.0
296,2010-01-12,GLW,20.17,16162900.0
297,2010-01-12,HAL,33.290001000000004,15739600.0
298,2010-01-12,HBAN,4.21,25239200.0
299,2010-01-12,HPQ,51.969996,27153700.0
300,2010-01-12,INTC,20.610001,69958400.0
301,2010-01-12,JPM,43.490002,47109600.0
302,2010-01-12,KEY,6.41,20207300.0
303,2010-01-12,KO,56.880001,23269800.0
304,2010-01-12,MRK,37.549999,10921700.0
305,2010-01-12,MRO,32.25007,9018100.0
306,2010-01-12,MSFT,30.07,65912100.0
307,2010-01-12,MU,10.26,46116000.0
308,2010-01-12,NFLX,52.37,6330100.0
309,2010-01-12,NVDA,17.67,15685800.0
310,2010-01-12,ORCL,24.559999,26204600.0
311,2010-01-12,PFE,18.77,41273100.0
312,2010-01-12,QCOM,48.490002,18009100.0
313,2010-01-12,RF,6.25,32974200.0
314,2010-01-12,SBUX,22.82,15429600.0
315,2010-01-12,T,26.959999,26307800.0
316,2010-01-12,V,86.339996,12842000.0
317,2010-01-12,VZ,31.909874,14407500.0
318,2010-01-12,WFC,28.08,39795000.0
319,2010-01-12,XOM,69.949997,31496700.0
320,2010-01-12,XRX,8.85,18706200.0
321,2010-01-12,YHOO,16.68,15672400.0
322,2010-01-13,AAPL,210.650002,151473000.0
323,2010-01-13,ABT,55.289953,10538900.0
324,2010-01-13,AIG,29.059999,6138000.0
325,2010-01-13,AMAT,14.27,25137300.0
326,2010-01-13,ARNC,15.980012,26099400.0
327,2010-01-13,BAC,16.620001000000002,192609900.0
328,2010-01-13,BSX,9.15,10789600.0
329,2010-01-13,C,3.5,41035100.0
330,2010-01-13,CHK,27.820001,11103000.0
331,2010-01-13,CMCSA,16.77,15766900.0
332,2010-01-13,CSCO,24.639999,43683900.0
333,2010-01-13,DAL,12.85,11763200.0
334,2010-01-13,EBAY,23.6,24620500.0
335,2010-01-13,F,11.68,154527100.0
336,2010-01-13,FCX,86.150002,24544200.0
337,2010-01-13,FITB,11.52,26686300.0
338,2010-01-13,FOXA,13.339997,28568600.0
339,2010-01-13,FTR,7.62,1730500.0
340,2010-01-13,GE,16.83,65342400.0
341,2010-01-13,GILD,45.509998,17846200.0
342,2010-01-13,GLW,20.309999,15961300.0
343,2010-01-13,HAL,34.049999,13885400.0
344,2010-01-13,HBAN,4.31,26868200.0
345,2010-01-13,HPQ,52.22,25957800.0
346,2010-01-13,INTC,20.959999,71446700.0
347,2010-01-13,JPM,44.25,39622000.0
348,2010-01-13,KEY,6.49,16226500.0
349,2010-01-13,KO,57.029999,15157400.0
350,2010-01-13,MRK,38.93,25375400.0
351,2010-01-13,MRO,32.140079,9795900.0
352,2010-01-13,MSFT,30.35,51863500.0
353,2010-01-13,MU,10.46,33519600.0
354,2010-01-13,NFLX,53.96,14422100.0
355,2010-01-13,NVDA,17.91,12721700.0
356,2010-01-13,ORCL,24.799999,24912300.0
357,2010-01-13,PFE,19.209999,59514300.0
358,2010-01-13,QCOM,48.700001,12426700.0
359,2010-01-13,RF,6.36,41055600.0
360,2010-01-13,SBUX,23.379999,15098400.0
361,2010-01-13,T,26.639999,42590900.0
362,2010-01-13,V,87.139999,13428800.0
363,2010-01-13,VZ,31.869874,17108700.0
364,2010-01-13,WFC,28.58,36715300.0
365,2010-01-13,XOM,69.66999799999999,24884400.0
366,2010-01-13,XRX,8.95,11117400.0
367,2010-01-13,YHOO,16.9,16955600.0
368,2010-01-14,AAPL,209.43,108223500.0
369,2010-01-14,ABT,55.349952,8982400.0
370,2010-01-14,AIG,28.6,6143300.0
371,2010-01-14,AMAT,14.35,26920500.0
372,2010-01-14,ARNC,15.810012,14389900.0
373,2010-01-14,BAC,16.82,142634200.0
374,2010-01-14,BSX,9.51,20174500.0
375,2010-01-14,C,3.51,27417000.0
376,2010-01-14,CHK,27.670001,16784700.0
377,2010-01-14,CMCSA,16.67,17411800.0
378,2010-01-14,CSCO,24.950001,52302100.0
379,2010-01-14,DAL,13.17,12026800.0
380,2010-01-14,EBAY,22.88,42094100.0
381,2010-01-14,F,11.76,116531200.0
382,2010-01-14,FCX,85.08000200000001,18682000.0
383,2010-01-14,FITB,11.77,26508800.0
384,2010-01-14,FOXA,13.439998,20345600.0
385,2010-01-14,FTR,7.62,1925100.0
386,2010-01-14,GE,16.700001,57361500.0
387,2010-01-14,GILD,45.459999,16884800.0
388,2010-01-14,GLW,20.200001,14059800.0
389,2010-01-14,HAL,34.310001,12008000.0
390,2010-01-14,HBAN,4.41,24295600.0
391,2010-01-14,HPQ,52.509996,35483600.0
392,2010-01-14,INTC,21.48,150821600.0
393,2010-01-14,JPM,44.689999,37938300.0
394,2010-01-14,KEY,6.85,24101200.0
395,2010-01-14,KO,57.130001,12392600.0
396,2010-01-14,MRK,39.990002,22024300.0
397,2010-01-14,MRO,31.970087,8469500.0
398,2010-01-14,MSFT,30.959999,63228100.0
399,2010-01-14,MU,10.73,33723700.0
400,2010-01-14,NFLX,50.989999,17685500.0
401,2010-01-14,NVDA,17.629998999999998,15213100.0
402,2010-01-14,ORCL,25.34,44685200.0
403,2010-01-14,PFE,19.379999,47267900.0
404,2010-01-14,QCOM,48.369999,13751800.0
405,2010-01-14,RF,6.55,31881500.0
406,2010-01-14,SBUX,23.549999,15517400.0
407,2010-01-14,T,26.190001,42246100.0
408,2010-01-14,V,87.440002,18379600.0
409,2010-01-14,VZ,31.219877,23054200.0
410,2010-01-14,WFC,28.99,31540700.0
411,2010-01-14,XOM,69.68,18630800.0
412,2010-01-14,XRX,8.89,9249700.0
413,2010-01-14,YHOO,17.120001000000002,16715600.0
414,2010-01-15,AAPL,205.93,148516900.0
415,2010-01-15,ABT,55.48995,16132500.0
416,2010-01-15,AIG,28.059999,5545200.0
417,2010-01-15,AMAT,13.73,36020100.0
418,2010-01-15,ARNC,15.630012,14858000.0
419,2010-01-15,BAC,16.26,195117100.0
420,2010-01-15,BSX,9.43,16701400.0
421,2010-01-15,C,3.42,54017700.0
422,2010-01-15,CHK,27.91,18228300.0
423,2010-01-15,CMCSA,16.629998999999998,21618000.0
424,2010-01-15,CSCO,24.4,51648100.0
425,2010-01-15,DAL,12.74,9127500.0
426,2010-01-15,EBAY,22.469998,64256300.0
427,2010-01-15,F,11.6,96149800.0
428,2010-01-15,FCX,84.300003,25934600.0
429,2010-01-15,FITB,11.36,25443100.0
430,2010-01-15,FOXA,13.189996,22195200.0
431,2010-01-15,FTR,7.49,5446400.0
432,2010-01-15,GE,16.440001000000002,74108100.0
433,2010-01-15,GILD,45.52,19067400.0
434,2010-01-15,GLW,19.66,16443600.0
435,2010-01-15,HAL,34.029999,11967100.0
436,2010-01-15,HBAN,4.28,17671600.0
437,2010-01-15,HPQ,52.469999,29408300.0
438,2010-01-15,INTC,20.799999,198078600.0
439,2010-01-15,JPM,43.68,69738500.0
440,2010-01-15,KEY,6.88,29510700.0
441,2010-01-15,KO,56.290001,27460800.0
442,2010-01-15,MRK,39.470001,20853300.0
443,2010-01-15,MRO,31.640078000000003,14417000.0
444,2010-01-15,MSFT,30.860001,79913200.0
445,2010-01-15,MU,10.13,30994100.0
446,2010-01-15,NFLX,50.950001,13031200.0
447,2010-01-15,NVDA,17.110001,20454800.0
448,2010-01-15,ORCL,25.24,42296200.0
449,2010-01-15,PFE,19.49,76622900.0
450,2010-01-15,QCOM,48.529999,21540300.0
451,2010-01-15,RF,6.52,28504300.0
452,2010-01-15,SBUX,23.27,21862600.0
453,2010-01-15,T,25.790001,64018300.0
454,2010-01-15,V,86.139999,21295200.0
455,2010-01-15,VZ,30.579879,46642200.0
456,2010-01-15,WFC,28.08,47255900.0
457,2010-01-15,XOM,69.110001,29411900.0
458,2010-01-15,XRX,8.84,11527200.0
459,2010-01-15,YHOO,16.82,18415000.0
460,2010-01-19,AAPL,215.039995,182501900.0
461,2010-01-19,ABT,56.19995,16663600.0
462,2010-01-19,AIG,28.25,18187900.0
463,2010-01-19,AMAT,13.97,14620900.0
464,2010-01-19,ARNC,15.620013,15306500.0
465,2010-01-19,BAC,16.32,181616500.0
466,2010-01-19,BSX,9.62,14560200.0
467,2010-01-19,C,3.54,80789300.0
468,2010-01-19,CHK,28.210001,11046900.0
469,2010-01-19,CMCSA,16.809998999999998,12659500.0
470,2010-01-19,CSCO,24.85,37607500.0
471,2010-01-19,DAL,13.03,9836500.0
472,2010-01-19,EBAY,23.259999,49852900.0
473,2010-01-19,F,11.75,65934000.0
474,2010-01-19,FCX,84.599998,22939000.0
475,2010-01-19,FITB,11.39,17267400.0
476,2010-01-19,FOXA,13.400004,11979000.0
477,2010-01-19,FTR,7.65,2267700.0
478,2010-01-19,GE,16.540001,60697400.0
479,2010-01-19,GILD,46.279999,20906400.0
480,2010-01-19,GLW,19.790001,18925800.0
481,2010-01-19,HAL,34.599998,12018100.0
482,2010-01-19,HBAN,4.3,15203200.0
483,2010-01-19,HPQ,52.749999,25052500.0
484,2010-01-19,INTC,21.049999,82573500.0
485,2010-01-19,JPM,43.279999,41731500.0
486,2010-01-19,KEY,6.76,17897800.0
487,2010-01-19,KO,56.419998,14615400.0
488,2010-01-19,MRK,40.619999,19950700.0
489,2010-01-19,MRO,32.130087,11069700.0
490,2010-01-19,MSFT,31.1,46575700.0
491,2010-01-19,MU,10.28,18545400.0
492,2010-01-19,NFLX,51.2,5302500.0
493,2010-01-19,NVDA,17.43,13633200.0
494,2010-01-19,ORCL,25.33,22732200.0
495,2010-01-19,PFE,20.0,78332300.0
496,2010-01-19,QCOM,49.32,16564800.0
497,2010-01-19,RF,6.51,22996900.0
498,2010-01-19,SBUX,23.58,18908200.0
499,2010-01-19,T,26.200001,33961700.0
500,2010-01-19,V,87.849998,15239600.0
501,2010-01-19,VZ,31.229877,23935600.0
502,2010-01-19,WFC,28.280001,40815800.0
503,2010-01-19,XOM,69.269997,26081900.0
504,2010-01-19,XRX,9.02,17863000.0
505,2010-01-19,YHOO,16.75,15182600.0
506,2010-01-20,AAPL,211.73,153038200.0
507,2010-01-20,ABT,56.239949,14080600.0
508,2010-01-20,AIG,27.959999,6911400.0
509,2010-01-20,AMAT,13.8,19220200.0
510,2010-01-20,ARNC,15.230011,15861900.0
511,2010-01-20,BAC,16.49,288741100.0
512,2010-01-20,BSX,9.48,33226500.0
513,2010-01-20,C,3.46,47944900.0
514,2010-01-20,CHK,27.660002,10609400.0
515,2010-01-20,CMCSA,16.52,21688200.0
516,2010-01-20,CSCO,24.41,42125400.0
517,2010-01-20,DAL,13.41,20133800.0
518,2010-01-20,EBAY,22.23,92230600.0
519,2010-01-20,F,11.51,71649500.0
520,2010-01-20,FCX,83.519997,34635200.0
521,2010-01-20,FITB,11.31,25445100.0
522,2010-01-20,FOXA,13.059997,24187100.0
523,2010-01-20,FTR,7.58,2687800.0
524,2010-01-20,GE,16.5,64495600.0
525,2010-01-20,GILD,46.049999,15961200.0
526,2010-01-20,GLW,19.77,16125600.0
527,2010-01-20,HAL,33.27,17463600.0
528,2010-01-20,HBAN,4.29,20893700.0
529,2010-01-20,HPQ,52.209999,30609300.0
530,2010-01-20,INTC,21.08,65670100.0
531,2010-01-20,JPM,43.400002,39934400.0
532,2010-01-20,KEY,6.96,20676700.0
533,2010-01-20,KO,55.5,18810200.0
534,2010-01-20,MRK,41.029999,20842700.0
535,2010-01-20,MRO,32.190086,12105900.0
536,2010-01-20,MSFT,30.59,54849500.0
537,2010-01-20,MU,9.98,42195400.0
538,2010-01-20,NFLX,51.240001,9685200.0
539,2010-01-20,NVDA,17.360001,17993200.0
540,2010-01-20,ORCL,25.059999,39971500.0
541,2010-01-20,PFE,19.940001,79243800.0
542,2010-01-20,QCOM,48.349998,18151500.0
543,2010-01-20,RF,6.73,32758200.0
544,2010-01-20,SBUX,23.290001,33950400.0
545,2010-01-20,T,25.83,39087000.0
546,2010-01-20,V,87.41999799999999,12771200.0
547,2010-01-20,VZ,30.709878000000003,30237600.0
548,2010-01-20,WFC,27.82,75712300.0
549,2010-01-20,XOM,68.029999,34629500.0
550,2010-01-20,XRX,8.89,20787000.0
551,2010-01-20,YHOO,16.379998999999998,14419500.0
552,2010-01-21,AAPL,208.069996,152038600.0
553,2010-01-21,ABT,55.559951,17317200.0
554,2010-01-21,AIG,27.549999,8018300.0
555,2010-01-21,AMAT,13.58,25265000.0
556,2010-01-21,ARNC,14.250012,31095800.0
557,2010-01-21,BAC,15.47,551285500.0
558,2010-01-21,BSX,9.2,31725100.0
559,2010-01-21,C,3.27,95968000.0
560,2010-01-21,CHK,27.18,17429200.0
561,2010-01-21,CMCSA,16.0,32886300.0
562,2010-01-21,CSCO,23.98,54767500.0
563,2010-01-21,DAL,13.44,24669200.0
564,2010-01-21,EBAY,24.129998,155599700.0
565,2010-01-21,F,11.18,121451400.0
566,2010-01-21,FCX,76.279999,68719000.0
567,2010-01-21,FITB,12.02,66585800.0
568,2010-01-21,FOXA,12.840004,24430000.0
569,2010-01-21,FTR,7.6,4081100.0
570,2010-01-21,GE,16.02,99151200.0
571,2010-01-21,GILD,45.779999,24302200.0
572,2010-01-21,GLW,19.610001,16865700.0
573,2010-01-21,HAL,32.529999,20825600.0
574,2010-01-21,HBAN,4.53,63969900.0
575,2010-01-21,HPQ,51.289998,40706300.0
576,2010-01-21,INTC,20.84,73633300.0
577,2010-01-21,JPM,40.540001,137547700.0
578,2010-01-21,KEY,7.34,57005100.0
579,2010-01-21,KO,54.369999,27396800.0
580,2010-01-21,MRK,40.080002,25575400.0
581,2010-01-21,MRO,31.500075,12399300.0
582,2010-01-21,MSFT,30.01,73086700.0
583,2010-01-21,MU,9.8,38274500.0
584,2010-01-21,NFLX,51.19,8614900.0
585,2010-01-21,NVDA,17.049999,15215800.0
586,2010-01-21,ORCL,24.83,41756100.0
587,2010-01-21,PFE,19.24,77175700.0
